,Book Author,Book Owner,Book Title,Publication Year
2149,Dorothy Giles,Ernest Hemingway,The road through Spain,1929
2150,Brendan Gill,Ernest Hemingway,The trouble of one house,1950
2151,Eric Gill,Ernest Hemingway,Clothes: an essay upon the nature and significance of the natural and artificial integuments worn by men and women,1931
2152,François Gilles de la Tourette,Ernest Hemingway,Lautrec,9999
2153,Leslie Gillespie,Ernest Hemingway,The man from Madura,1952
2154,Mary (Davis) Gillies,Ernest Hemingway,All about modern decorating,1942
2155,Edmund Gilligan,Ernest Hemingway,One lives to tell the tale,1931
2156,Edmund Gilligan,Ernest Hemingway,The ringed horizon,1943
2157,James Martin Gillis,Ernest Hemingway,This mysterious human nature,1956
2158,Thomas Charles Gillmer,Ernest Hemingway,"Clouds, weather and flight",1944
2159,Guy Gilpatric,Ernest Hemingway,Action in the north Atlantic,1943
2160,Guy Gilpatric,Ernest Hemingway,"The compleat goggler: being the first and only exhaustive treatise on the art of goggle fishing, that most noble and exc",1938
2161,Arnold Gingrich,Ernest Hemingway,Cast down the laurel,9999
2162,Arnold Gingrich,Ernest Hemingway,Happily for ever after,9999
2163,Paul Ginisty,Ernest Hemingway,The old boulevards,9999
2164,Natalia Ginzburg,Ernest Hemingway,È stato cosi,1947
2165,Natalia Ginzburg,Ernest Hemingway,The road to the city: two novelettes,1949
2166,Natalia Ginzburg,Ernest Hemingway,La strada che va in città e altri racconti,1945
2167,Jean Giono,Ernest Hemingway,L'uomo che piantò la speranza e crebbe la felicità,1958
2168,Giotto di Bondone,Ernest Hemingway,La cappella degli Scrovegni,1946
2169,Roland Joseph McKinney,Ernest Hemingway,Thomas Eakins,1942
2170,Alastair Mackintosh,Ernest Hemingway,The Nameless Memoirs,9999
2171,Denis Mack Smith,Ernest Hemingway,"Garibaldi, a great life in brief",1956
2172,Cyril Winthrop Mackworth-Praed,Ernest Hemingway,Birds of eastern and north eastern Africa,1957
2173,Cyril Winthrop Mackworth-Praed,Ernest Hemingway,Birds of eastern and north eastern Africa,1952
2174,Robert McLaughlin,Ernest Hemingway,"A short wait between trains, and other stories",1945
2175,Robert McLaughlin,Ernest Hemingway,The side of the angels,1947
2176,Alistair MacLean,Ernest Hemingway,H.M.S. Ulysses,1956
2177,Fitzroy Maclean,Ernest Hemingway,Back to Bokhara,1959
2178,Fitzroy Maclean,Ernest Hemingway,Eastern approaches,1949
2179,Fitzroy Maclean,Ernest Hemingway,Escape to adventure,1951
2180,Fitzroy Maclean,Ernest Hemingway,The heretic: the life and times of Josip Broz-Tito,1957
2181,Archibald MacLeish,Ernest Hemingway,"Actfive, and other poems",1948
2182,Archibald MacLeish,Ernest Hemingway,Air raid: a verse play for radio,9999
2183,Archibald MacLeish,Ernest Hemingway,America was promises,9999
2184,Archibald MacLeish,Ernest Hemingway,Conquistador,1933
2185,Archibald MacLeish,Ernest Hemingway,Conquistador,9999
2186,Archibald MacLeish,Ernest Hemingway,The Hamlet of A. MacLeish,9999
2187,Archibald MacLeish,Ernest Hemingway,New found land: fourteen poems,9999
2188,Archibald MacLeish,Ernest Hemingway,Public speech: poems,9999
2189,Archibald MacLeish,Ernest Hemingway,Songs for Eve,1954
2190,Archibald MacLeish,Ernest Hemingway,Streets in the moon,1926
2191,Archibald MacLeish,Ernest Hemingway,The Trojan horse,1952
2192,Hugh MacLennan,Ernest Hemingway,The watch that ends the night,1959
2193,Seumas MacManus,Ernest Hemingway,Ireland's case,9999
2194,George McMillan,Ernest Hemingway,The old breed: a history of the First Marine Division in World War II,1949
2195,Hugh Fraser Macmillan,Ernest Hemingway,Tropical planting and gardening,1943
2196,William Gordon McMinnies,Ernest Hemingway,Practical flying: complete course of flying instruction,1918
2197,Angus Macnab,Ernest Hemingway,The bulls of Iberia: an account of the bullfight,1957
2198,Louis MacNeice,Ernest Hemingway,Autumn journal: a poem,1939
2199,Oscar McNeil,Ernest Hemingway,"Morris Green, 'Goodeye' Clive, and myself were in the boat ...",9999
2200,Charles Longstreth McNichols,Ernest Hemingway,Crazy weather,1954
2201,D'Arcy McNickle,Ernest Hemingway,They came here first: the epic of the American Indian,1949
2202,John McNulty,Ernest Hemingway,A man gets around,1954
2203,John McNulty,Ernest Hemingway,"Third avenue, New York",1946
2204,John McNulty,Ernest Hemingway,The world of John McNulty,1957
2205,Pierre MacOrlan,Ernest Hemingway,La cavalière Elsa,1922
2206,Pierre MacOrlan,Ernest Hemingway,Montmartre: souvenirs,1946
2207,Bryher,Ernest Hemingway,Gate to the sea,1958
2208,William McPherson,Ernest Hemingway,Chemistry for today,1937
2209,Carey McWilliams,Ernest Hemingway,"Southern California country, an island on the land",1946
2210,Arthur Cornwallis Madan,Ernest Hemingway,English-Swahili dictionary,9999
2211,Salvador de Madariaga,Ernest Hemingway,Anarchy or hierarchy,1937
2212,Salvador de Madariaga,Ernest Hemingway,Spain,1942
2213,Salvador de Madariaga,Ernest Hemingway,Spain,1931
2214,W. H. Hudson,Ernest Hemingway,Adventures among birds,1928
2215,W. H. Hudson,Ernest Hemingway,Afoot in England,9999
2216,W. H. Hudson,Ernest Hemingway,Birds in London,1924
2217,W. H. Hudson,Ernest Hemingway,Birds in town & village,9999
2218,W. H. Hudson,Ernest Hemingway,The book of a naturalist,9999
2219,W. H. Hudson,Ernest Hemingway,Dead Man's Plack and An old thorn,9999
2220,W. H. Hudson,Ernest Hemingway,Hampshire days,1925
2221,W. H. Hudson,Ernest Hemingway,A hind in Richmond park,9999
2222,W. H. Hudson,Ernest Hemingway,Idle days in Patagonia,1924
2223,W. H. Hudson,Ernest Hemingway,The naturalist in La Plata,1929
2224,W. H. Hudson,Ernest Hemingway,Nature in downland,1925
2225,W. H. Hudson,Ernest Hemingway,Le pays pourpre,1927
2226,W. H. Hudson,Ernest Hemingway,"Rare, vanishing and lost British birds",1923
2227,W. H. Hudson,Ernest Hemingway,A traveller in little things,9999
2228,W. H. Hudson,Ernest Hemingway,South American romances,9999
2229,Giotto di Bondone,Ernest Hemingway,"Giotto: frescoes in the Upper Church, Assisi",1954
2230,Frederick Benjamin Gipson,Ernest Hemingway,The cow killers: the Aftosa Commission (on foot-and-mouth disease) in Mexico,1956
2231,Frederick Benjamin Gipson,Ernest Hemingway,Cowhand: the story of a working cowboy,1958
2232,Giraldello [pseud.],Ernest Hemingway,"Filosofía del toreo (España, Portugal, Francia, América)",1951
2233,José María Gironella,Ernest Hemingway,The cypresses believe in God,1955
2234,Hans Bernd Gisevius,Ernest Hemingway,To the bitter end,1947
2235,Benjamin Gitlow,Ernest Hemingway,I confess: the truth about American communism,1940
2236,Benjamin Gitlow,Ernest Hemingway,The whole of their lives: communism in America; a personal history and intimate portrayal of its leaders,1948
2237,Charles G. Givens,Ernest Hemingway,The devil takes a hill town,1939
2238,Hugh Stewart Gladstone,Ernest Hemingway,"Record bags and shooting records, together with some account of the evolution of the sporting gun, marksmanship and the",1922
2239,Lawson Glassop,Ernest Hemingway,We were the rats,1944
2240,Willard Glazier,Ernest Hemingway,Down the great river; embracing an account of the discovery of the true source of the Mississippi,1893
2241,Carl Glick,Ernest Hemingway,Double ten: Captain O'Banion's story of the Chinese Revolution,1945
2242,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Bought with a gun,1958
2243,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Bought with a gun,1958
2244,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,The branded man,1956
2245,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,The branded man,1956
2246,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Dead freight for Piute,1957
2247,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Dead freight for Piute,1957
2248,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Gunman's chance,1956
2249,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,King colt,1953
2250,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,King colt,1953
2251,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,The man on the blue,1954
2252,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Play a lone hand,1956
2253,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Raiders of the rimrock,1957
2254,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Raw land,1952
2255,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Ride the man down,1947
2256,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Summer of the smoke,1958
2257,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Vengeance valley,1951
2258,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,The whip,1957
2259,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,"Cattle, guns & men",1955
2260,Frederick Dilley [Luke Short] Glidden,Ernest Hemingway,Frontier: 150 Years of the West,1955
2261,Frederick Dilley [Luke Short] Glidden (ed.),Ernest Hemingway,Rawhide and bobwire,1958
2262,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,The crimson horseshoe,1947
2263,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,The killers,1955
2264,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,Man on the buckskin,1957
2265,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,Renegade Canyon,1957
2266,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,Royal gorge,1954
2267,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,The Stagline feud,1954
2268,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,The Stagline feud,1954
2269,Jonathan H. [Peter Dawson] Glidden,Ernest Hemingway,Trail boss,1946
2270,Jerzy G. Gliksman,Ernest Hemingway,Tell the West: an account of his experiences as a slave laborer in the Union of Soviet Socialist Republics,1948
2271,Sir John Bagot Glubb,Ernest Hemingway,The story of the Arab Legion,1948
2272,Jon Godden,Ernest Hemingway,The house by the sea: a novel,1948
2273,Rumer Godden,Ernest Hemingway,Black narcissus,1939
2274,Rumer Godden,Ernest Hemingway,The river,1946
2275,Joseph Charles Godfrey,Ernest Hemingway,Popular mechanics' guide to good hunting and trapping,1952
2276,Joseph Charles Godfrey,Ernest Hemingway,"The great outdoors; the where, when, and how of hunting and fishing, including a new dictionary of sportsmen's terms",1949
2277,Joseph Goebbels,Ernest Hemingway,The Goebbels diaries,1948
2278,Dorothy Burne Goebel,Ernest Hemingway,Generals in the White House,1945
2279,Thomas Goethals,Ernest Hemingway,Panzer ghost division,1955
2280,Louis Madelin,Ernest Hemingway,"Talleyrand: a vivid biography of the amoral, unscrupulous and fascinating French statesman",1948
2281,Museo Nacional de Pintura y Escultura Madrid,Ernest Hemingway,Catálogo de los cuadros,1933
2282,Museo Nacional de Pintura y Escultura Madrid,Ernest Hemingway,Las obras maestras del Museo del Prado,9999
2283,Ovidio César Paredes Herrera,Ernest Hemingway,Prado Gallery souvenir guide,1952
2284,Margarita Madrigal,Ernest Hemingway,An invitation to Spanish,1943
2285,Margarita Madrigal,Ernest Hemingway,An invitation to French,1945
2286,Frank N. Magill (ed.),Ernest Hemingway,Masterplots: first and second series,1949
2287,Alfred Thayer Mahan,Ernest Hemingway,The influence of sea power upon history: 1660-1783,1949
2288,Norman Mailer,Ernest Hemingway,Advertisements for myself,1959
2289,Norman Mailer,Ernest Hemingway,Barbary shore,1951
2290,Norman Mailer,Ernest Hemingway,The deer park,1955
2291,Norman Mailer,Ernest Hemingway,The naked and the dead,1948
2292,René Maine,Ernest Hemingway,Trafalgar: Napoleon's naval Waterloo,1957
2293,Daniel Mainwaring,Ernest Hemingway,Forty whacks,1941
2294,Fred Majdalany,Ernest Hemingway,The Battle of Cassino,1957
2295,Fred Majdalany,Ernest Hemingway,Patrol,1953
2296,Harlan Major,Ernest Hemingway,Salt water fishing tackle,1948
2297,[N.auth],Ernest Hemingway,"Major league baseball: facts, figures and official rules",1948
2298,[N.auth],Ernest Hemingway,"Major league baseball: facts, figures and official rules",1947
2299,[N.auth],Ernest Hemingway,"Major league baseball: facts, figures and official rules",1946
2300,[N.auth],Ernest Hemingway,"Major league baseball: facts, figures and official rules",1943
2301,Nina Makarova,Ernest Hemingway,Sonatina,1960
2302,Curzio Malaparte,Ernest Hemingway,Kaputt,1946
2303,Jean Malaquais,Ernest Hemingway,World without visa,1948
2304,George Malcolm,Ernest Hemingway,Grouse and grouse moors,1910
2305,David Malcolmson,Ernest Hemingway,Ten heroes,1941
2306,Sergio Maldini,Ernest Hemingway,I sognatori: romanzo,1953
2307,Rawdon Malet,Ernest Hemingway,Unforgiving minutes,9999
2308,Francoise Mallet,Ernest Hemingway,The illusionist,1952
2309,Russell Maloney,Ernest Hemingway,"It's still Maloney; or, Ten years in the big city",1945
2310,André Malraux,Ernest Hemingway,La condition humaine,9999
2311,André Malraux,Ernest Hemingway,Days of hope,9999
2312,André Malraux,Ernest Hemingway,Days of wrath,9999
2313,André Malraux,Ernest Hemingway,Malraux par lui-même,1953
2314,André Malraux,Ernest Hemingway,The psychology of art,1949
2315,André Malraux,Ernest Hemingway,Scènes choisies,1946
2316,André Malraux,Ernest Hemingway,This is war,9999
2317,Maria Maltoni,Ernest Hemingway,I quaderni di San Gersolè,1959
2318,Albert Maltz,Ernest Hemingway,The underground stream,1940
2319,Hendrik de Man,Ernest Hemingway,Après coup,1941
2320,Hendrik de Man,Ernest Hemingway,Cahiers de ma montagne,1944
2321,Jorge Mañach,Ernest Hemingway,Estampas de San Cristóbal,1926
2322,Jorge Mañach,Ernest Hemingway,Glosas,1924
2323,André Manciot,Ernest Hemingway,Champignons,1943
2324,George Mandel,Ernest Hemingway,Flee the angry strangers,1953
2325,Frederick Feikema Manfred,Ernest Hemingway,Lord Grizzly,1954
2326,Frederick Feikema Manfred,Ernest Hemingway,Morning red,1956
2327,Martin Hu_rlimann,Ernest Hemingway,La France : architecture et paysages,1947
2328,Frederick Feikema Manfred,Ernest Hemingway,Riders of judgment,1958
2329,Feike Feikema,Ernest Hemingway,This is the year,1947
2330,H. Stuart Hughes,Ernest Hemingway,"Oswald Spengler, a critical estimate",1952
2331,Mary Vivian Hughes,Ernest Hemingway,America's England,1930
2332,Richard Arthur Warren Hughes,Ernest Hemingway,"In hazard, a sea story",1938
2333,Jerre Gerlando Mangione,Ernest Hemingway,Reunion in Sicily,1950
2334,Harold Phillips Manly,Ernest Hemingway,Drake's electrical and radio dictionary,1942
2335,Richard Arthur Warren Hughes,Ernest Hemingway,A high wind in Jamaica,1929
2336,Peggy Mann,Ernest Hemingway,A room in Paris,1956
2337,Richard Arthur Warren Hughes,Ernest Hemingway,The innocent voyage,1944
2338,Thomas Mann,Ernest Hemingway,Buddenbrooks,1935
2339,Thomas Mann,Ernest Hemingway,Buddenbrooks,1927
2340,Thomas Hughes,Ernest Hemingway,Tom Brown's school days,1858
2341,Thomas Mann,Ernest Hemingway,"Death in Venice, and seven other stories",1956
2342,Jack Hughes-Parry,Ernest Hemingway,"Fishing fantasy, a salmon fisherman's note-book",1949
2343,Thomas Mann,Ernest Hemingway,The magic mountain,1932
2344,Thomas Mann,Ernest Hemingway,Order of the day: political essays and speeches of two decades,1942
2345,Charles Hugo,Ernest Hemingway,"How to get all you want when travelling in Italy: a really practical phrase-book, indispensable to tourists",9999
2346,Thomas Mann,Ernest Hemingway,Stories of three decades,1936
2347,Victor Hugo,Ernest Hemingway,Notre-Dame de Paris,9999
2348,Thomas Mann,Ernest Hemingway,Tonio Kröger,9999
2349,[N.auth],Ernest Hemingway,"Hugo's pocket dictionary, Italian-English and English-Italian",1937
2350,Thomas Mann,Ernest Hemingway,... Unordnung und frühes leid: novelle,1926
2351,Frederic Manning,Ernest Hemingway,"Her privates, we, by Private #19022",1930
2352,[N.auth],Ernest Hemingway,"Hugo's pocket dictionary, French-English and English-French",1929
2353,David Hulburd,Ernest Hemingway,H is for heroin,1953
2354,Frederic Manning,Ernest Hemingway,"The Middle Parts of Fortune: Somme & Ancre, 1916",1929
2355,H. Harold Hume,Ernest Hemingway,Gardening in the lower South,1929
2356,Martin Andrew Sharp Hume,Ernest Hemingway,"The Spanish people; their origin, growth, and influence",1901
2357,Hugo Manning,Ernest Hemingway,This room before sunrise,1952
2358,Harold Louis Humes,Ernest Hemingway,Men die,1959
2359,Daniel Pratt Mannix,Ernest Hemingway,Those about to die,1958
2360,Harold Louis Humes,Ernest Hemingway,The underground city,1958
2361,W. J. Humphreys,Ernest Hemingway,"Ways of the weather, a cultural survey of meteorology",1942
2362,Rolfe Humphries,Ernest Hemingway,"Green armor on green ground; poems in the twenty-four official Welsh meters and some, in free meters, on Welsh themes",1956
2363,Rolfe Humphries,Ernest Hemingway,"The wind of time, poems",1949
2364,William Humphrey,Ernest Hemingway,"The last husband, and other stories",1953
2365,Frazier Hunt,Ernest Hemingway,One American and his attempt at education,1938
2366,Jean Manore,Ernest Hemingway,Choses de chasse,1904
2367,Frazier Hunt,Ernest Hemingway,The untold story of Douglas MacArthur,1954
2368,José Gerardo Manrique de Lara,Ernest Hemingway,Elegías y gozos temporales,1956
2369,George Pinney Hunt,Ernest Hemingway,Coral comes high,1957
2370,Lynn Bogue Hunt,Ernest Hemingway,An artist's game bag,1936
2371,José Gerardo Manrique de Lara,Ernest Hemingway,Pedro el ciego: poema de la noche y el hombre,1954
2372,Violet Hunt,Ernest Hemingway,The wife of Rossetti; her life and death,1932
2373,Katherine Mansfield,Ernest Hemingway,"Letters to John Middleton Murry, 1913-1922",1951
2374,Francis Miltoun,Ernest Hemingway,Italian highways and byways from a motor car,1909
2375,Todhunter Ballard,Ernest Hemingway,Ride the wind south,1957
2376,Erich von Manstein,Ernest Hemingway,Lost victories,1958
2377,Étienne Mantoux,Ernest Hemingway,"The Carthaginian peace; or, The economic consequences of Mr. Keynes",1952
2378,Max Manus,Ernest Hemingway,9 lives before thirty,1947
2379,[N.auth],Ernest Hemingway,"Map and aerial photograph reading, complete",1943
2380,John A. Hunter,Ernest Hemingway,Hunter,1953
2381,Ruth Hunter,Ernest Hemingway,Come back on Tuesday,1945
2382,Thomas Lomax Hunter,Ernest Hemingway,Columns from the Cavalier,1935
2383,Matteo Marangoni,Ernest Hemingway,Come si guarda un quadro,1948
2384,Margaret Sharp Marble,Ernest Hemingway,The lady forgot,1947
2385,baron de Jean Baptiste Antoine Marcelin Marbot,Ernest Hemingway,"Adventures of General Marbot, by Himself",1935
2386,baron de Jean Baptiste Antoine Marcelin Marbot,Ernest Hemingway,Mémoires du général Baron de Marbot,9999
2387,baron de Jean Baptiste Antoine Marcelin Marbot,Ernest Hemingway,The memoirs of Baron de Marbot: late lieutenant-general in the French army,1892
2388,Mary Orvis Marbury,Ernest Hemingway,Favorite flies and their histories,1892
2389,Joseph Moncure March,Ernest Hemingway,The wild party,1947
2390,Leslie Alexis Marchand,Ernest Hemingway,Byron: a biography,1957
2391,Isaac Frederick Marcosson,Ernest Hemingway,Adventures in interviewing,9999
2392,Alan Marcus,Ernest Hemingway,Straw to make brick,1948
2393,C. W. Ceram,Ernest Hemingway,"Gods, graves and scholars: the story of archaeology",1956
2394,Victor Margueritte,Ernest Hemingway,Aristide Briand,9999
2395,Sister Maria del Rey,Ernest Hemingway,In and out of the Andes: mission trails from Yucatán to Chile,1955
2396,Julián Marías Aguilera,Ernest Hemingway,Los Estados Unidos en escorzo,1956
2397,Julián Marías Aguilera,Ernest Hemingway,La imagen de la vida humana,1955
2398,Alice Marie Taride,Ernest Hemingway,Tante Marie's French kitchen,1949
2399,Frère E.C. Marie-Victorin,Ernest Hemingway,Itinéraires botaniques dans l'île de Cuba,1944
2400,Marie Alfred Fouquereaux de Marigny,Ernest Hemingway,More devil than saint,1946
2401,Emilio Marín,Ernest Hemingway,Gramática española,1930
2402,John Marin,Ernest Hemingway,"Watercolors, oil paintings, etchings",9999
2403,Jacques Maritain,Ernest Hemingway,The range of reason,1952
2404,Jacques Maritain,Ernest Hemingway,Reflections on America,1958
2405,Edward Marjoribanks,Ernest Hemingway,"Carson, the advocate",1932
2406,Beryl Markham,Ernest Hemingway,West with the night,1942
2407,Edwin Markham,Ernest Hemingway,The man with the hoe,1921
2408,Richard Markham,Ernest Hemingway,"Colonial days : being stories and ballads for young patriots as recounted by five boys and five girls in ""Around the Yule Log"", ""Aboard the Mavis"", ""On the Edge of Winter""",1881
2409,Harvey C. Markman,Ernest Hemingway,Fossils: a story of the rocks and their record of prehistoric life,1954
2410,Edward Bennett Marks,Ernest Hemingway,"They all had glamour, from the Swedish Nightingale to the naked lady",1944
2411,John Hugo Edgar Puempin Marks,Ernest Hemingway,To the Bullfight: a Guide to the Spanish National Pastime,1953
2412,John Hugo Edgar Puempin Marks,Ernest Hemingway,To the bullfight: a guide to the Spanish national pastime,1952
2413,John Hugo Edgar Puempin Marks,Ernest Hemingway,To the bullfight,1953
2414,Richard Lee Marks,Ernest Hemingway,March of the hero,1952
2415,John P. Marquand,Ernest Hemingway,"It's loaded, Mr Bauer",1951
2416,John P. Marquand,Ernest Hemingway,Life at Happy Knoll,1958
2417,Johann Wolfgang von Goethe,Ernest Hemingway,Goethe: the story of a man; being the life of Johann Wolfgang Goethe as told in his own words and the words of his conte,1949
2418,Johann Wolfgang von Goethe,Ernest Hemingway,The permanent Goethe,1948
2419,Oliver St. John Gogarty,Ernest Hemingway,As I was going down Sackville Street,1937
2420,Vincent van Gogh,Ernest Hemingway,Letters to Emile Bernard,9999
2421,Vincent van Gogh,Ernest Hemingway,"Vincent van Gogh: paintings and drawings; a special loan exhibition, the Metropolitan Museum of Art, the Art Institute o",1949
2422,Nikola_ Vasil_evich Gogol_,Ernest Hemingway,"Chickikov's journeys; or, Home life in old Russia (Dead souls)",1944
2423,Nikola_ Vasil_evich Gogol_,Ernest Hemingway,Taras Bulba,1952
2424,Herbert Gold,Ernest Hemingway,The man who was not with it,1956
2425,Herbert Gold,Ernest Hemingway,Therefore be bold,1960
2426,John P. Marquand,Ernest Hemingway,"Melville Goodwin, USA",1951
2427,John Phillips Marquand,Ernest Hemingway,The second happiest day,1953
2428,Michael Gold,Ernest Hemingway,120 million,9999
2429,Harry [Harry Grey] Goldberg,Ernest Hemingway,The hoods,1953
2430,Hyman Goldberg,Ernest Hemingway,How I became a girl reporter,1950
2431,Jacob Pinheiro Goldberg,Ernest Hemingway,História que a cigana (nua) me contou,1960
2432,William Golding,Ernest Hemingway,Lord of the flies,1955
2433,Douglas Goldring,Ernest Hemingway,Trained for genius: the life and writings of Ford Madox Ford,1949
2434,John P. Marquand,Ernest Hemingway,So little time,1943
2435,Oliver Goldsmith,Ernest Hemingway,She stoops to conquer,9999
2436,Ivan Goll,Ernest Hemingway,Sodome et Berlin,9999
2437,John P. Marquand,Ernest Hemingway,"Thank You, Mr. Moto",1957
2438,Enrique Gómez Carrillo,Ernest Hemingway,Le Mystère de la vie et de la mort de Mata Hari,9999
2439,John P. Marquand,Ernest Hemingway,Thirty years,1954
2440,John P. Marquand,Ernest Hemingway,Women and Thomas Harrow,1958
2441,René Marqués,Ernest Hemingway,Otro día nuestro: cuentos,1955
2442,Francisco Gómez Hidalgo,Ernest Hemingway,"Belmonte, el misterioso: su vida y su arte",1913
2443,Marino Gómez-Santos,Ernest Hemingway,Baroja y su máscara,1956
2444,Wooden Leg,Ernest Hemingway,A warrior who fought Custer,1931
2445,Edmond de Goncourt,Ernest Hemingway,Préfaces et manifestes littéraires,9999
2446,Manuel Pedro González,Ernest Hemingway,José Martí: the epic chronicler of the United States in the eighties,1953
2447,Valentín R. González,Ernest Hemingway,El Campesino: life and death in Soviet Russia,1952
2448,Vicente Marrero Suárez,Ernest Hemingway,Picasso y el toro,1955
2449,Anselmo González Climent,Ernest Hemingway,Andalucía en los toros: el cante y la danza,1953
2450,Anselmo González Climent,Ernest Hemingway,"Flamencología (toros, cante y baile)",1955
2451,Eugene Marie Marron,Ernest Hemingway,Albacora; the search for the giant broadbill,1957
2452,Francisco González del Valle y Ramirez,Ernest Hemingway,La Habana en 1841: obra póstuma ordenada y revisada,1952
2453,Frederick Marryat,Ernest Hemingway,Capt. Marryat's works,1898
2454,Venancio González García,Ernest Hemingway,La estética anatómica en la historia del toreo,1958
2455,Maruja González Villegas,Ernest Hemingway,Yo insólito,1952
2456,George Peabody Gooch,Ernest Hemingway,"Frederick the Great, the ruler, the writer, the man",1947
2457,Frederick Marryat,Ernest Hemingway,Jacob Faithful,9999
2458,Frederick Marryat,Ernest Hemingway,Masterman Ready,9999
2459,[N.auth],Ernest Hemingway,Good reading,1949
2460,George Brown Goode,Ernest Hemingway,American fishes; a popular treatise upon the game and food fishes of North America,1903
2461,Frederick Marryat,Ernest Hemingway,Mr. Midshipman Easy,1904
2462,Edward Goodman,Ernest Hemingway,Make believe: the art of acting,1956
2463,Frederick Marryat,Ernest Hemingway,Mr. Midshipman Easy,1924
2464,George Jerome Waldo Goodman,Ernest Hemingway,The bubble makers: a novel,1955
2465,Alastair Mars,Ernest Hemingway,"Unbroken, the story of a submarine",1953
2466,Henry Goodman,Ernest Hemingway,Creating the short story: a symposium-anthology,1929
2467,Sir Edward Howard Marsh,Ernest Hemingway,A number of people: a book of reminiscences,1939
2468,Marcus Goodrich,Ernest Hemingway,Delilah,1941
2469,Ngaio Marsh,Ernest Hemingway,Colour scheme,1943
2470,Harold Leland Goodwin,Ernest Hemingway,Aerial warfare: the story of the aeroplane as a weapon,1943
2471,Ngaio Marsh,Ernest Hemingway,Overture to death,9999
2472,Arthur Gordon,Ernest Hemingway,Reprisal,1950
2473,Ngaio Marsh,Ernest Hemingway,Vintage murder,1940
2474,Caroline Gordon,Ernest Hemingway,"Aleck Maury, sportsman",1934
2475,M. Il_in,Ernest Hemingway,New Russia's primer; the story of the five-year plan,1931
2476,Caroline Gordon,Ernest Hemingway,The garden of Adonis,1937
2477,Bruce Marshall,Ernest Hemingway,The accounting,1958
2478,Charles William [Ralph Connor] Gordon,Ernest Hemingway,The prospector: a tale of the Crow's Nest Pass,1904
2479,Bruce Marshall,Ernest Hemingway,The fair bride,1953
2480,Georges Gordon,Ernest Hemingway,Le repas des fauves: roman,1947
2481,Bruce Marshall,Ernest Hemingway,Only fade away,1954
2482,Joseph Maria Gordon,Ernest Hemingway,The chronicles of a gay Gordon,9999
2483,Charles Henry Goren,Ernest Hemingway,Canasta up-to-date,1950
2484,Geoffrey Gorer,Ernest Hemingway,Africa dances: a book about West African negroes,1935
2485,Bruce Marshall,Ernest Hemingway,The White Rabbit,1953
2486,Maksim Gorky,Ernest Hemingway,Bystander,9999
2487,Maksim Gorky,Ernest Hemingway,Reminiscences,1946
2488,Edison Marshall,Ernest Hemingway,American captain,1954
2489,Frank James Marshall,Ernest Hemingway,Chess in an hour,9999
2490,Robert K. Marshall,Ernest Hemingway,Julia Gwynn: an American Gothic tale,1952
2491,Samuel Lyman Atwood Marshall,Ernest Hemingway,Armies on wheels,1941
2492,Herbert Sherman Gorman,Ernest Hemingway,The incredible marquis: Alexandre Dumas,1929
2493,Samuel Lyman Atwood Marshall,Ernest Hemingway,Men against fire: the problem of battle command in future war,1947
2494,Herbert Sherman Gorman,Ernest Hemingway,"James Joyce, his first forty years",9999
2495,Mike Gorman,Ernest Hemingway,Every other bed,1956
2496,Samuel Lyman Atwood Marshall,Ernest Hemingway,"The river and the gauntlet: defeat of the Eighth Army by the Chinese Communist forces, November, 1950, in the Battle of",1953
2497,Renée Pierre Gosset,Ernest Hemingway,"Conspiracy in Algiers, 1942-1943",1945
2498,Georges Clemenceau,Ernest Hemingway,M. Clemenceau peint par lui-même,1929
2499,Gotham Book Mart (New York),Ernest Hemingway,"We moderns, 1920-1940",9999
2500,Igor Gouzenko,Ernest Hemingway,The iron curtain,1948
2501,Jean Martet,Ernest Hemingway,Le quart d'heure d'Anibal Bumbo; roman,1938
