,Book Author,Book Owner,Book Title,Publication Year
547,James Gallatin,Ernest Hemingway,"A great peace maker: the diary of James Gallatin, secretary to Albert Gallatin, 1813-1827",1915
548,Heliodoro Gallego Armesto,Ernest Hemingway,Los ferrocarriles de Galicia: novísma guía en forma de itinerarios descriptivos por el Dr. H. Gallego Armesto,1926
549,Gerardo Gallegos,Ernest Hemingway,El embrujo de Haití,1937
550,John Galsworthy,Ernest Hemingway,The eldest son: a domestic drama in three acts,1912
551,John Galsworthy,Ernest Hemingway,The white monkey,1924
552,John Galsworthy,Ernest Hemingway,The white monkey,1924
553,Ernest Kellogg Gann,Ernest Hemingway,All American aircraft,1941
554,Arturo García Carraffa,Ernest Hemingway,Frases célebres de toreros,1917
555,Erle Stanley Gardner,Ernest Hemingway,The case of the velvet claws,1940
556,Erle Stanley Gardner,Ernest Hemingway,The D. A. goes to trial,1940
557,Giuseppe Garibaldi,Ernest Hemingway,A toast to rebellion,1937
558,David Garnett,Ernest Hemingway,Go she must!,1927
559,David Garnett,Ernest Hemingway,Lady into fox and A man in the zoo,1932
560,David Garnett,Ernest Hemingway,No love,1929
561,David Garnett,Ernest Hemingway,"Pocahontas; or, The nonparell of Virginia",1933
562,David Garnett,Ernest Hemingway,"Pocahontas; or, The nonparell of Virginia",1933
563,David Garnett,Ernest Hemingway,The sailor's return,1925
564,David Garnett,Ernest Hemingway,War in the air: September 1939 to May 1941,1941
565,Edward Ballard Garside,Ernest Hemingway,Cranberry red,1938
566,John Gassner (ed.),Ernest Hemingway,Best American plays,1939
567,Angelo Gatti,Ernest Hemingway,Ilia et Albert,1934
568,Emile Henry Gauvreau,Ernest Hemingway,My last million readers,1941
569,John Gay,Ernest Hemingway,The beggar's opera,1937
570,George Eric Rowe Gedye,Ernest Hemingway,"Betrayal in central Europe: Austria and Czechoslovakia, the fallen bastions",1939
571,Gösta af Geijerstam,Ernest Hemingway,Northern summer,1937
572,Martha Gellhorn,Ernest Hemingway,The heart of another,1941
573,Martha Gellhorn,Ernest Hemingway,A stricken field,1940
574,Martha Gellhorn,Ernest Hemingway,A stricken field,1940
575,Martha Gellhorn,Ernest Hemingway,A stricken field,1940
576,Martha Gellhorn,Ernest Hemingway,What mad pursuit,1934
577,Walter Gellhorn,Ernest Hemingway,Federal administrative proceedings,1941
578,Henry George,Ernest Hemingway,The life of Henry George by his son,1905
579,Marian M. George,Ernest Hemingway,"Little journeys to Holland, Belgium and Denmark",1902
580,Marian M. George,Ernest Hemingway,A little journey to Germany: for intermediate and upper grades,1902
581,Clifford Gessler,Ernest Hemingway,Hawaii: isles of enchantment,1938
582,John McAndrew (ed.),Ernest Hemingway,"Guide to modern architecture, northeast states",1940
583,Herbert Wes McBride,Ernest Hemingway,A rifleman went to war,1935
584,Robert Medill McBride,Ernest Hemingway,Spanish towns and people,1928
585,Carson McCullers,Ernest Hemingway,Reflections in a golden eye,1941
586,Archibald Gordon Macdonell,Ernest Hemingway,Napoleon and his marshals,1934
587,Girard Lindsley McEntee,Ernest Hemingway,Military history of the World War: a complete account of the campaigns on all fronts,1937
588,Sir Compton Mackenzie,Ernest Hemingway,Carnival,1912
589,Sir Compton Mackenzie,Ernest Hemingway,First Athenian memories,1931
590,Attilio Loyola,Ernest Hemingway,The captivity of the Italians in Austria: impressions and recollections of my captivity,1918
591,Arnold Henry Moore Lunn,Ernest Hemingway,A history of ski-ing,1927
592,Florence Horn,Ernest Hemingway,Orphans of the Pacific; the Philippines,1941
593,William Titus Horne,Ernest Hemingway,The bud rot and some other coconut troubles in Cuba,1908
594,James Francis Horrabin,Ernest Hemingway,An atlas-history of the second great war,1940
595,Ödön von Horváth,Ernest Hemingway,"The age of the fish, a novel",1939
596,Ödön von Horváth,Ernest Hemingway,"A child of our time, a novel",1939
597,Emerson Hough,Ernest Hemingway,"The Mississippi bubble : how the star of good fortune rose and set and rose again, by a woman's grace, for one John Law",1902
598,Frank Olney Hough,Ernest Hemingway,If not victory,1939
599,Frank Olney Hough,Ernest Hemingway,Renown,1938
600,Sidney Coe Howard,Ernest Hemingway,Half gods,1930
601,Elbert Hubbard,Ernest Hemingway,"Elbert Hubbard's scrap book, containing the inspired and inspiring selections, gathered during a life time of discrimina",1923
602,Elbert Hubbard,Ernest Hemingway,Little journeys to the homes of English authors,1900
603,Ibn Battutah,Ernest Hemingway,Muhammad Ibn 'Abd Allah called Ibn Batutah: travels in Asia and Africa 1325-1354,1929
604,Philip Hamilton Gibbs,Ernest Hemingway,"England speaks, being talks with roadsweepers, barbers, statesmen, lords and ladies, beggars, farming folk, actors, artists, literary gentlemen, tramps, down-and-outs, miners, steel workers, blacksmiths, the man-in-the-street, highbrows, lowbrows and all",1935
605,André Gide,Ernest Hemingway,"L'affaire Redureau, suivi de faits divers: documents réunis par André Gide",1930
606,André Gide,Ernest Hemingway,L'école des femmes,1930
607,André Gide,Ernest Hemingway,Nouvelles pages de journal (1932-1935),1936
608,André Gide,Ernest Hemingway,Pages de journal (1929-1932),1934
609,Dorothy Giles,Ernest Hemingway,The road through Spain,1929
610,Eric Gill,Ernest Hemingway,Clothes: an essay upon the nature and significance of the natural and artificial integuments worn by men and women,1931
611,Edmund Gilligan,Ernest Hemingway,One lives to tell the tale,1931
612,Guy Gilpatric,Ernest Hemingway,"The compleat goggler: being the first and only exhaustive treatise on the art of goggle fishing, that most noble and exc",1938
613,Archibald MacLeish,Ernest Hemingway,Conquistador,1933
614,Archibald MacLeish,Ernest Hemingway,Streets in the moon,1926
615,William Gordon McMinnies,Ernest Hemingway,Practical flying: complete course of flying instruction,1918
616,Louis MacNeice,Ernest Hemingway,Autumn journal: a poem,1939
617,Pierre MacOrlan,Ernest Hemingway,La cavalière Elsa,1922
618,William McPherson,Ernest Hemingway,Chemistry for today,1937
619,Salvador de Madariaga,Ernest Hemingway,Anarchy or hierarchy,1937
620,Salvador de Madariaga,Ernest Hemingway,Spain,1931
621,W. H. Hudson,Ernest Hemingway,Adventures among birds,1928
622,W. H. Hudson,Ernest Hemingway,Birds in London,1924
623,W. H. Hudson,Ernest Hemingway,Hampshire days,1925
624,W. H. Hudson,Ernest Hemingway,Idle days in Patagonia,1924
625,W. H. Hudson,Ernest Hemingway,The naturalist in La Plata,1929
626,W. H. Hudson,Ernest Hemingway,Nature in downland,1925
627,W. H. Hudson,Ernest Hemingway,Le pays pourpre,1927
628,W. H. Hudson,Ernest Hemingway,"Rare, vanishing and lost British birds",1923
629,Benjamin Gitlow,Ernest Hemingway,I confess: the truth about American communism,1940
630,Charles G. Givens,Ernest Hemingway,The devil takes a hill town,1939
631,Hugh Stewart Gladstone,Ernest Hemingway,"Record bags and shooting records, together with some account of the evolution of the sporting gun, marksmanship and the",1922
632,Rumer Godden,Ernest Hemingway,Black narcissus,1939
633,Museo Nacional de Pintura y Escultura Madrid,Ernest Hemingway,Catálogo de los cuadros,1933
634,Daniel Mainwaring,Ernest Hemingway,Forty whacks,1941
635,George Malcolm,Ernest Hemingway,Grouse and grouse moors,1910
636,David Malcolmson,Ernest Hemingway,Ten heroes,1941
637,Albert Maltz,Ernest Hemingway,The underground stream,1940
638,Hendrik de Man,Ernest Hemingway,Après coup,1941
639,Jorge Mañach,Ernest Hemingway,Estampas de San Cristóbal,1926
640,Jorge Mañach,Ernest Hemingway,Glosas,1924
641,Mary Vivian Hughes,Ernest Hemingway,America's England,1930
642,Richard Arthur Warren Hughes,Ernest Hemingway,"In hazard, a sea story",1938
643,Richard Arthur Warren Hughes,Ernest Hemingway,A high wind in Jamaica,1929
644,Thomas Mann,Ernest Hemingway,Buddenbrooks,1935
645,Thomas Mann,Ernest Hemingway,Buddenbrooks,1927
646,Thomas Mann,Ernest Hemingway,The magic mountain,1932
647,Thomas Mann,Ernest Hemingway,Stories of three decades,1936
648,[N.auth],Ernest Hemingway,"Hugo's pocket dictionary, Italian-English and English-Italian",1937
649,Thomas Mann,Ernest Hemingway,... Unordnung und frühes leid: novelle,1926
650,Frederic Manning,Ernest Hemingway,"Her privates, we, by Private #19022",1930
651,[N.auth],Ernest Hemingway,"Hugo's pocket dictionary, French-English and English-French",1929
652,Frederic Manning,Ernest Hemingway,"The Middle Parts of Fortune: Somme & Ancre, 1916",1929
653,H. Harold Hume,Ernest Hemingway,Gardening in the lower South,1929
654,Martin Andrew Sharp Hume,Ernest Hemingway,"The Spanish people; their origin, growth, and influence",1901
655,Frazier Hunt,Ernest Hemingway,One American and his attempt at education,1938
656,Jean Manore,Ernest Hemingway,Choses de chasse,1904
657,Lynn Bogue Hunt,Ernest Hemingway,An artist's game bag,1936
658,Violet Hunt,Ernest Hemingway,The wife of Rossetti; her life and death,1932
659,Francis Miltoun,Ernest Hemingway,Italian highways and byways from a motor car,1909
660,Thomas Lomax Hunter,Ernest Hemingway,Columns from the Cavalier,1935
661,baron de Jean Baptiste Antoine Marcelin Marbot,Ernest Hemingway,"Adventures of General Marbot, by Himself",1935
662,Emilio Marín,Ernest Hemingway,Gramática española,1930
663,Edward Marjoribanks,Ernest Hemingway,"Carson, the advocate",1932
664,Edwin Markham,Ernest Hemingway,The man with the hoe,1921
665,Oliver St. John Gogarty,Ernest Hemingway,As I was going down Sackville Street,1937
666,Francisco Gómez Hidalgo,Ernest Hemingway,"Belmonte, el misterioso: su vida y su arte",1913
667,Wooden Leg,Ernest Hemingway,A warrior who fought Custer,1931
668,George Brown Goode,Ernest Hemingway,American fishes; a popular treatise upon the game and food fishes of North America,1903
669,Frederick Marryat,Ernest Hemingway,Mr. Midshipman Easy,1904
670,Frederick Marryat,Ernest Hemingway,Mr. Midshipman Easy,1924
671,Henry Goodman,Ernest Hemingway,Creating the short story: a symposium-anthology,1929
672,Sir Edward Howard Marsh,Ernest Hemingway,A number of people: a book of reminiscences,1939
673,Marcus Goodrich,Ernest Hemingway,Delilah,1941
674,Ngaio Marsh,Ernest Hemingway,Vintage murder,1940
675,Caroline Gordon,Ernest Hemingway,"Aleck Maury, sportsman",1934
676,M. Il_in,Ernest Hemingway,New Russia's primer; the story of the five-year plan,1931
677,Caroline Gordon,Ernest Hemingway,The garden of Adonis,1937
678,Charles William [Ralph Connor] Gordon,Ernest Hemingway,The prospector: a tale of the Crow's Nest Pass,1904
679,Geoffrey Gorer,Ernest Hemingway,Africa dances: a book about West African negroes,1935
680,Samuel Lyman Atwood Marshall,Ernest Hemingway,Armies on wheels,1941
681,Herbert Sherman Gorman,Ernest Hemingway,The incredible marquis: Alexandre Dumas,1929
682,Georges Clemenceau,Ernest Hemingway,M. Clemenceau peint par lui-même,1929
683,Jean Martet,Ernest Hemingway,Le quart d'heure d'Anibal Bumbo; roman,1938
684,Joseph Alexander Graham,Ernest Hemingway,The sporting dog,1924
685,Robert Bontine Cunninghame Graham,Ernest Hemingway,Thirty tales and sketches,1929
686,Kenneth Grahame,Ernest Hemingway,The wind in the willows,1940
687,Robert Graves,Ernest Hemingway,But it still goes on: an accumulation,1930
688,Robert Graves,Ernest Hemingway,Sergeant Lamb of the Ninth,1940
689,James Gray,Ernest Hemingway,The Illinois,1940
690,Prentiss Nathaniel Gray (ed.),Ernest Hemingway,Records of North American big game,1932
691,Charles Grayson,Ernest Hemingway,Flight south,1935
692,Foreign Office Great Britain,Ernest Hemingway,The British war blue book,1939
693,Royal Air Force Great Britain,Ernest Hemingway,The R. A. F. in action,1941
694,War Office Great Britain,Ernest Hemingway,Infantry training,1914
695,War Office Great Britain,Ernest Hemingway,Manual of map reading and field sketching,1912
696,Frederick Charles Green,Ernest Hemingway,Stendhal,1939
697,Julien Green,Ernest Hemingway,Le Voyageur sur la terre; (suivi de) Christine; Les Clefs de la mort; Leviathan ou la Traversée inutile,1930
698,Graham Greene,Ernest Hemingway,Another Mexico,1939
699,Graham Greene,Ernest Hemingway,Journey without maps,1936
700,Harry James Greenwall,Ernest Hemingway,I hate tomorrow: an autobiographical experiment in twenty-three chapters and a prologue,1939
701,Horace Gregory,Ernest Hemingway,Poems: 1930-1940,1941
702,Jackson Gregory,Ernest Hemingway,The emerald murder trap: the third case of Mr. Paul Savory,1934
703,Charles Cavendish Fulke Greville,Ernest Hemingway,"The Greville memoirs: a journal of the reigns of King George IV, King William IV and Queen Victoria - 8 vols.",1904
704,Helen Hester Colvill,Ernest Hemingway,In the footsteps of a saint and other sketches from Spain,1932
705,Communist Party,Ernest Hemingway,History of the Communist party of the Soviet union (Bolsheviks),1939
706,Eugene V. Connett,Ernest Hemingway,American big game fishing,1935
707,Cyril Connolly,Ernest Hemingway,Enemies of promise,1938
708,Joseph Conrad,Ernest Hemingway,Victory,1921
709,Maurice Constantin-Weyer,Ernest Hemingway,La chasse au brochet,1941
710,Romer C. Grey,Ernest Hemingway,Adventures of a deep-sea angler,1930
711,Zane Grey,Ernest Hemingway,An American angler in Australia,1937
712,Zane Grey,Ernest Hemingway,Tales of swordfish and tuna,1927
713,Fannie Cook,Ernest Hemingway,The hill grows steeper,1938
714,Zane Grey,Ernest Hemingway,Tales of Tahitian waters,1931
715,Margaret C. Anderson,Ernest Hemingway,My thirty years' war; an autobiography,1930
716,Sherwood Anderson,Ernest Hemingway,Beyond desire,1932
717,Sherwood Anderson,Ernest Hemingway,Nearer the grass roots,1929
718,Sherwood Anderson,Ernest Hemingway,"Winesburg, Ohio; a group of tales of Ohio small town life",1919
719,Pierre Andrieu,Ernest Hemingway,A l'écoute devant Verdun,1938
720,Gudari [pseud.],Ernest Hemingway,Por la libertad vasca,1933
721,Philip Guedalla,Ernest Hemingway,The hundred days,1934
722,Philip Guedalla,Ernest Hemingway,The second empire,1923
723,[N.auth],Ernest Hemingway,Le Guide gastronomique de la France,1939
724,[N.auth],Ernest Hemingway,Guide nautique du bassin de la Seine,1900
725,Guides Bleus,Ernest Hemingway,Espagne,1927
726,Guides Bleus,Ernest Hemingway,France automobile en un volume,1938
727,Guides Bleus,Ernest Hemingway,"Vosages, Lorraine, Alsace",1922
728,Guides Michelin,Ernest Hemingway,France,1929
729,Guides de Pneu Michelin,Ernest Hemingway,France,1939
730,Guides de Pneu Michelin,Ernest Hemingway,France,1938
731,Guides Taride,Ernest Hemingway,"Environs de Paris pour automobiles, motocyclistes et cyclistes.",1937
732,Robert Guinot,Ernest Hemingway,La chasse: Les armes; les chiens; les gibiers de plaine et de montagne; la sauvagine; le gros gibier; les animaux nuisib,1939
733,Ramón Guirao (ed.),Ernest Hemingway,"Orbita de la poesía afrocubana, 1928-37",1938
734,John Gunther,Ernest Hemingway,Inside Asia,1939
735,John Gunther,Ernest Hemingway,Inside Europe,1936
736,John Gunther,Ernest Hemingway,Inside Latin America,1941
737,James Cook,Ernest Hemingway,Captain Cook's voyages of discovery,1925
738,Melville Thurston Cook,Ernest Hemingway,Coffee Leaf Miner and other coffee pests,1905
739,Melville Thurston Cook,Ernest Hemingway,Insects and diseases of vegetables,1908
740,Arthur O. Cooke,Ernest Hemingway,Stories of Rome in days of old,1914
741,Calvin Coolidge,Ernest Hemingway,The autobiography of Calvin Coolidge,1929
742,Eric Cooper,Ernest Hemingway,Sea fishing,1934
743,Charles Townsend Copeland,Ernest Hemingway,The Copeland reader; an anthology of poetry and prose,1935
744,Rafael Cordonié,Ernest Hemingway,Madrid bajo el marxismo : estampas,1939
745,Edwin Corle,Ernest Hemingway,Desert country,1941
746,Mathieu Corman,Ernest Hemingway,Salud camorada! Cinq mois sur les fronts d'Espagne,1937
747,Manfred Schanfarber Guttmacher,Ernest Hemingway,America's last king: an interpretation of the madness of George III,1941
748,Stephen Lucius Gwynn,Ernest Hemingway,The happy fisherman,1936
749,Edith [Leyla Georgie] György,Ernest Hemingway,The establishment of Madame Antonia,1938
750,Hans Habe,Ernest Hemingway,A thousand shall fall,1941
751,Francis Hackett,Ernest Hemingway,Henry the Eighth,1929
752,Peter Herman Hagboldt,Ernest Hemingway,Building the German vocabulary,1933
753,Peter Herman Hagboldt,Ernest Hemingway,Deutsch für anfänger: an inductive presentation of minimum essentials,1930
754,Ben Hagglund,Ernest Hemingway,"Pyramid: a collection of verse, fiction, and essays: book 1",1940
755,Lucretia Peabody Hale,Ernest Hemingway,The Peterkin papers,1924
756,James Augustus Hall,Ernest Hemingway,"Starving on a bed of gold; or, The world's longest fast",1909
757,James Norman Hall,Ernest Hemingway,Doctor Dogbody's leg,1940
758,Radclyffe Hall,Ernest Hemingway,The well of loneliness,1928
759,Carl Jakob Herman Hallendorff,Ernest Hemingway,History of Sweden,1938
760,Ian Standish Montreth Hamilton,Ernest Hemingway,"A staff officer's scrapbook during the Russo-Japanese War, 2 vols",1905
761,Simon Christian Hammer,Ernest Hemingway,Things seen in Norway: a description of the scenery of the country,1927
762,Dashiell Hammett,Ernest Hemingway,"$106,000 blood money",1927
763,Arthur Hammond,Ernest Hemingway,Helps for beginners,1938
764,C.S. Hammond & Company,Ernest Hemingway,Hammond's Pictorial ready reference atlas and gazetteer of the world,1938
765,Harrie Irving Hancock,Ernest Hemingway,The Motor boat club of the Kennebec; or The secret of Smugglers' Island,1909
766,Martin Ross,Ernest Hemingway,Music and James Joyce,1936
767,José Martín Blázquez,Ernest Hemingway,Guerre civile totale,1938
768,Leonardo Martín Echeverría,Ernest Hemingway,"España, el país y los habitantes",1940
769,Alfred Edward Woodley Mason,Ernest Hemingway,Königsmark,1939
770,Francis van Wyck Mason,Ernest Hemingway,The Cairo garter murders,1939
771,Gregory Mason,Ernest Hemingway,Remember the Maine,1939
772,Ferdinand Schuyler Mathews,Ernest Hemingway,Field book of American trees and shrubs,1915
773,Ferdinand Schuyler Mathews,Ernest Hemingway,Field book of American wild flowers,1929
774,Louis Matout,Ernest Hemingway,Nouvelle méthode de pêche pratique,1924
775,Cecile Hulse Matschat,Ernest Hemingway,Suwannee river: strange green land,1938
776,Brander Matthews,Ernest Hemingway,The short story: specimens illustrating its development,1907
777,Herbert Lionel Matthews,Ernest Hemingway,Two wars and more to come,1938
778,F. O. Matthiessen,Ernest Hemingway,American renaissance: art and expression in the age of Emerson and Whitman,1941
779,W. Somerset Maugham,Ernest Hemingway,Ah King,1933
780,W. Somerset Maugham,Ernest Hemingway,Books and you,1940
781,W. Somerset Maugham,Ernest Hemingway,East and west,1934
782,W. Somerset Maugham,Ernest Hemingway,The gentleman in the parlour: a record of a journey from Rangoon to Haiphong,1930
783,Louis Merwin Hurd,Ernest Hemingway,Practical poultry-farming,1939
784,Robert Crisp Hurley,Ernest Hemingway,Picturesque Hong Kong (British Crown Colony) and dependencies,1925
785,W. Somerset Maugham,Ernest Hemingway,The mixture as before,1940
786,Horatio Gordon Hutchinson,Ernest Hemingway,Big game shooting,1905
787,Graham Seton Hutchison,Ernest Hemingway,"Machine guns, their history and tactical employment (being also a history of the machine gun corps, 1916-1922)",1938
788,Graham Seton Hutchison,Ernest Hemingway,The V plan,1941
789,W. Somerset Maugham,Ernest Hemingway,The narrow corner,1932
790,Aldous Huxley,Ernest Hemingway,"Music at night, and other essays",1931
791,Aldous Huxley,Ernest Hemingway,The olive tree,1937
792,W. Somerset Maugham,Ernest Hemingway,Rain: the story of Sadie Thompson,1921
793,Aldous Huxley,Ernest Hemingway,Those barren leaves,1925
794,W. Somerset Maugham,Ernest Hemingway,Six stories written in the first person singular,1931
795,W. Somerset Maugham (ed.),Ernest Hemingway,"Tellers of tales: 100 short stories from the United States, England, France, Russia and Germany",1939
796,W. Somerset Maugham,Ernest Hemingway,Traveller's library,1933
797,Elspeth Joscelin Grant Huxley,Ernest Hemingway,Murder on safari,1938
798,Elspeth Joscelin Grant Huxley,Ernest Hemingway,"Red strangers, a novel",1939
799,Guy de Maupassant,Ernest Hemingway,Miss Harriet; L'Orient; Un Million,1908
800,Guy de Maupassant,Ernest Hemingway,Œuvres complètes de Guy de Maupassant (27 of 291 vols),1908
801,Guy de Maupassant,Ernest Hemingway,Une Vie,1925
802,Guy de Maupassant,Ernest Hemingway,The works of Guy de Maupassant,1923
803,Donald William Hankey,Ernest Hemingway,A student in arms,1917
804,James Hanley,Ernest Hemingway,Boy: a novel,1932
805,James Hanley,Ernest Hemingway,The Furys,1935
806,Hutchins Hapgood,Ernest Hemingway,A Victorian in the modern world,1939
807,Martin Hardie,Ernest Hemingway,Our Italian front,1920
808,Tex Harding,Ernest Hemingway,A la recherche de Fawcett (Verschollen: auf den spuren des obersten Fawcett),1934
809,Thomas Hardy,Ernest Hemingway,The short stories of Thomas Hardy,1928
810,[N.auth],Ernest Hemingway,Hardy's anglers' guide,1924
811,Pierre Harispe,Ernest Hemingway,Le Pays Basque: histoire - langue - civilisation,1929
812,Frank Harris,Ernest Hemingway,Bernard Shaw: an unauthorized biography based on first hand information,1931
813,Charles Yale Harrison,Ernest Hemingway,Meet me on the barricades,1938
814,George Harrison,Ernest Hemingway,The home market: a handbook of statistics,1939
815,Joseph Close Harsch,Ernest Hemingway,Pattern of conquest,1941
816,Henry Hart,Ernest Hemingway,The great one: a novel of American life,1934
817,Henry Hersch Hart,Ernest Hemingway,A Chinese market: lyrics from the Chinese in English verse,1931
818,Bret Harte,Ernest Hemingway,The luck of Roaring Camp: Californian tales and poems with other writings,1929
819,Bret Harte,Ernest Hemingway,The Luck of Roaring camp: Californian tales and poems with other writings,1929
820,Charles W. Eliot (ed.),Ernest Hemingway,"Harvard classics, 50 vols.",1909
821,Paul Harvey (ed.),Ernest Hemingway,The Oxford companion to English literature,1932
822,Jaroslav Ha_ek,Ernest Hemingway,The good soldier: Schweik,1930
823,Jaroslav Ha_ek,Ernest Hemingway,The good soldier: Schweik,1930
824,Lansford Warren Hastings,Ernest Hemingway,The emigrants' guide to Oregon and California. Facsimile edition of original 1845 edition.,1932
825,Ernest Otto Hauser,Ernest Hemingway,Shanghai: city for sale,1940
826,Xavier de Hauteclocque,Ernest Hemingway,Pègre et police internationales,1934
827,Charles Boardman Hawes,Ernest Hemingway,The dark frigate; wherein is told the story of Philip Marsham who lived in the time of King Charles,1925
828,Peter Hawker,Ernest Hemingway,Instructions to young sportsmen in all that relates to guns and shooting,1922
829,Peter Hawker,Ernest Hemingway,Instructions to young sportsmen in all that relates to guns and shooting,1922
830,Marcel Coulon,Ernest Hemingway,"Verlaine, poète saturnien",1929
831,John Stuart Mill,Ernest Hemingway,"Utilitarianism, Liberty, and Representative government",1936
832,Noel Coward,Ernest Hemingway,Present indicative,1940
833,Noel Coward,Ernest Hemingway,To step aside; seven short stories,1939
834,Malcolm Cowley,Ernest Hemingway,After the genteel tradition; American writers since 1910,1937
835,William D. Cox,Ernest Hemingway,Boxing in art and literature,1935
836,James Gould Cozzens,Ernest Hemingway,Ask me tomorrow,1940
837,James Gould Cozzens,Ernest Hemingway,S.S. San Pedro,1931
838,John D. Craig,Ernest Hemingway,Danger is my business,1938
839,John Houston Craige,Ernest Hemingway,What the citizen should know about the marines,1941
840,Stephen Crane,Ernest Hemingway,"Maggie, together with George's mother and The blue hotel",1931
841,Julian Huxley,Ernest Hemingway,Africa view,1931
842,J.-K Huysmans,Ernest Hemingway,Against the grain (Á rebours),1930
843,Jack Iams,Ernest Hemingway,Table for four,1939
844,Pascual Millán,Ernest Hemingway,Trilogía Taurina,1905
845,[N.auth],Ernest Hemingway,Illustrated Guide of the Dolomites,1939
846,Arturo Imaz Baume,Ernest Hemingway,Cacería : Obra escrita originalmente,1938
847,Bravig Imbs,Ernest Hemingway,Confessions of another young man,1936
848,[N.auth],Ernest Hemingway,Livre brun sur l'incendie du Reichstag et la terreur hitlérienne,1933
849,Edna St. Vincent Millay,Ernest Hemingway,Collected sonnets of Edna St. Vincent Millay,1941
850,Infantry School (U.S.),Ernest Hemingway,Infantry in battle,1939
851,Edna St. Vincent Millay,Ernest Hemingway,Poems selected for young people,1929
852,Ralph Ingersoll,Ernest Hemingway,"Report on England, November, 1940",1940
853,William Inglis,Ernest Hemingway,Champions off guard,1932
854,Prentiss Ingraham,Ernest Hemingway,Freelance the buccaneer,1931
855,Francis Trevelyan Miller,Ernest Hemingway,"Portrait life of Lincoln: life of Abraham Lincoln, the greatest American",1910
856,Francis Trevelyan Miller (ed.),Ernest Hemingway,Photographic history of the Civil War 10 volumes,1911
857,Henry Miller,Ernest Hemingway,The cosmological eye,1939
858,Fernand Victor Millet,Ernest Hemingway,"Les grands animaux sauvages de l'Annam, leurs moeurs, leur chasse et leur tir",1930
859,Fred Benjamin Millett,Ernest Hemingway,Contemporary American authors: a critical survey and 219 bio-bibliographies,1940
860,Robert Andrews Millikan,Ernest Hemingway,New elementary physics,1936
861,Walter Millis,Ernest Hemingway,"Road to war: America, 1914-1917",1935
862,Robert Lock Graham Irving,Ernest Hemingway,The romance of mountaineering,1935
863,Inez Haynes Gillmore,Ernest Hemingway,The poison cross mystery,1936
864,Humphrey Cotton Minchin (ed.),Ernest Hemingway,"Great short stories of the war: England, France, Germany, America",1930
865,Enrique [Pensamientos] Minguet y Calderón de la Barca,Ernest Hemingway,Anuario taurino de 1913,1914
866,Enrique [Pensamientos] Minguet y Calderón de la Barca,Ernest Hemingway,Desde la grada: Anuario taurino de 1925,1925
867,Jacinto Miquelarena,Ernest Hemingway,Traqué dans Madrid (El otro mundo),1938
868,Edith Ronald Mirrielees (ed.),Ernest Hemingway,Significant contemporary stories,1929
869,Margaret Mitchell,Ernest Hemingway,Gone with the wind,1940
870,L. Mitchell-Henry,Ernest Hemingway,Tunny fishing at home & abroad,1934
871,L. Mitchell-Henry,Ernest Hemingway,Tunny fishing at home & abroad,1934
872,Charlotte Anne Elizabeth Moberly,Ernest Hemingway,An adventure,1939
873,Herrymon Maurer,Ernest Hemingway,The end is not yet: China at war,1941
874,André Maurois,Ernest Hemingway,Bernard Quesnay,1926
875,André Maurois,Ernest Hemingway,Disraeli: a picture of the Victorian age,1928
876,André Maurois,Ernest Hemingway,King Edward and his times,1933
877,André Maurois,Ernest Hemingway,Tragedy in France,1940
878,Richard Maury,Ernest Hemingway,"The saga of ""Cimba""",1939
879,Florence Lewis May,Ernest Hemingway,Hispanic lace and lace making,1939
880,Robert J. Mayo,Ernest Hemingway,Adventures in Minnesota history,1931
881,George W. Means,Ernest Hemingway,"The game cock, from the shell to the pit",1911
882,Julius Meier-Graefe,Ernest Hemingway,The Spanish journey,1927
883,Dmitry Sergeyevich Merezhkovsky,Ernest Hemingway,The romance of Leonardo da Vinci,1928
884,comtesse de María de las Mercedes Santa Cruz y Montalvo Merlin,Ernest Hemingway,Mis doce primeros años,1922
885,Armand Mermet,Ernest Hemingway,Manuel d'étude de l'interprète militaire,1940
886,Edward Harry William Meyerstein,Ernest Hemingway,A life of Thomas Chatterton,1930
887,Leo Vincent Jacks,Ernest Hemingway,"Xenophon, soldier of fortune",1930
888,Sir Frederick John Jackson,Ernest Hemingway,"Notes on the game birds of Kenya and Uganda (including the sand-grouse, pigeons, snipe, bustards, geese, and ducks)",1926
889,Oswald Jacoby,Ernest Hemingway,Oswald Jacoby on poker,1940
890,César Jalón,Ernest Hemingway,Grandezas y miserias del toreo,1933
891,Edmond Jaloux,Ernest Hemingway,"L'Agonie de l'amour, roman. Bois originaux en couleurs de Marcel Gaillard",1931
892,Henry James,Ernest Hemingway,The art of the novel,1934
893,Henry James,Ernest Hemingway,The portrait of a lady,1909
894,Henry James,Ernest Hemingway,The portrait of a lady,1909
895,Henry James,Ernest Hemingway,The prefaces of Henry James,1931
896,Henry James,Ernest Hemingway,The turn of the screw,1940
897,Henry James,Ernest Hemingway,The turn of the screw and The lesson of the master,1930
898,William James,Ernest Hemingway,Psychology,1910
899,Helen Reilly,Ernest Hemingway,Three women in black,1941
900,Deneys Reitz,Ernest Hemingway,Afrikander,1933
901,Ernest Renan,Ernest Hemingway,The life of Jesus,1927
902,Charles à Court Repington,Ernest Hemingway,"The first world war, 1914-1918: personal experiences of Lieut-Col. C. à Court Repington",1920
